IMAGE 10514736 967bea4cef6b9bf220d019ed8c06bb424eb33c40ff3e0f13af8eb15de539cb4f
NuttI/TC: Secondary CPU 4 initializing

ShI/TC: Secondary CPU 4 switching to normal world boot

- Ready to BoI/TC: Secondary CPU 2 initializing

o- t ReSaeI/TC: Secondary CPU 2 switching to normal world boot

dcyo tndoI/TC: Secondary CPU 5 initializing

  -BC I/TC: Secondary CPU 5 switching to normal world boot

PRoeUo
ta
 dSRyeK co3t5on d7B 6oCo PHUC
tI/TC: Secondary CPU 3 initializing


- RS_ ReERKI/TC: Secondary CPU 3 switching to normal world boot

L3ce52oa7=ndI/TC: Secondary CPU 6 initializing

6-0yd 0   0HtCRI/TC: Secondary CPU 6 switching to normal world boot

oCePU R0aB
0_dyo0E0L
oI/TC: Secondary CPU 7 initializing

R-2 0tt = 0o0SK0RI/TC: Secondary CPU 7 switching to normal world boot

030eea c005o0d0B7n0y0o6 od00  t0Ht2Co
0C P0S
R R-BU_0
 eE0Ko3c
LRo02R0eton5a= K00ddS37050y6e 0C07  c
0o6
Pt0SoUn R
KdH0 
B0C3 CR05ToCRK70oLP_t6UE3R0 
L5_0 S072S
Ce0E6R=0KL cT0o0L13H0C=5n20R00
_d7R 60
E0L 0RC_0H0P10EK0U0L3=C
R502000_007=
E0006R0 0K300L03200S00Cd005=T07000000L6000030 8
00
H000R00dRCKR0
0_030_0E0
5008-LEL0 170000=0B6200o 0=
0o2
S00-C0
0000t
 0T0 R00LBo00f0KR0
30ro_
oE005tmRL37 06 K0f01=dE3r 0oS0005m70C0L0T28600 00L0E 

S0L00CR0
20
0T_



-0EL 3RRLB0K_d1o3EL0=5o07t01=68 0 f0000S00rC00o
T
00m0- L00 ER03_B00o0EoL3Ld210t0 =
d
f00000ro808m000 0
0E
0L00-2 
30
0B
odo0
t0-8  0fB0rooo
tm
 -  fELrB2ooo
m 
tE fLr2o
m
 EL2

ell (NSH)

nsh> [K- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime f-o rBo oOtS  tInoi Ct iraluniztei
me
 for OS Initialize


PASS: REAL K7 NSH
