IMAGE 10514736 522047a5f8d6197ea0285227e581f3bce06e04ed23fb101af3dadc61b4f6fdd2
[CPU0] rk3576_uart6_initialize: UART6 M0: 115200 8N1, internal loopback PASS, IRQ114 ttyS1

I/TC: Secondary CPU 1 initializing

I/TC: Secondary CPU 1 switching to normal world boot



NutI/TC: Secondary CPU 4 initializing

tIS/TC: Secondary CPU 4 switching to normal world boot

- ReI/TC: Secondary CPU 2 initializing

ady- I/TC: Secondary CPU 2 switching to normal world boot

 tRo eBadoI/TC: Secondary CPU 5 initializing

oy-t I/TC: Secondary CPU 5 switching to normal world boot

 t Roe aBI/TC: Secondary CPU 3 initializing

-doSyeo tR cI/TC: Secondary CPU 3 switching to normal world boot

eot naoSd edyc  CoBnoPtUod  o
I/TC: Secondary CPU 6 initializing

t-
BC oPRU oKRS
3teI/TC: Secondary CPU 6 switching to normal world boot

5a
e dcSRe7yKo 6nc3d 5tonH 7od 6CCR P I/TC: Secondary CPU 7 initializing

C-HUB_E
CPo oL
RRUR
t2e_I/TC: Secondary CPU 7 switching to normal world boot

 =
KEadSRL302yKe503=c0 7t5o06007 0no6 0d0H0  B0H0oCC0PC00Ro0t_R0 0U0E_
0E0S-L L0
0e2=20RR0ce000K=o0a0n3025
d0d07
0y0 00C06 0R 0tP
o0UK0
H3R
00 BC
500KoR307R0060_5oKE0 370t06 LS502C S0070=ST6e00cC 0L0R000oTHn
_2LC0R0
Rd
EL_
0R_ KEEC0R13LKL=P00U21530=07
5=06007
00000R6 000K0S 03C0000S5T00007C0L0TR0600000_ L203R3EH
0_C
0L00R1REdd0=L_0K0000E10358L0800200=70=0600000
0
0 
S
0

0-C00R-0000K  T0LBB03300Ro50oo0o07d0060t_ Et003 8SL0 0f10dfCr0=T0r00om00o
0L
80mR0 -0 0E0_EL E000BL
L200
12
o
o0
R=

0Kt030 3
050f- 0r7do0B600o mo S008ECt0 03LT20L0

fdRr
_0o
0E-L801m B0= 
00
oE0-L0o2 
0tB
 0ofo00rt 3omf0rd Eo00Lm 82E0
0
L2


-
 Boot from EL2

hell (NSH)

nsh> [K- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot from EL1

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Init- iaBloiozt e
t
o C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime for OS Initialize

- Boot to C runtime-  fBoro oOt St Ion iC triuanltiziem
e 
for OS Initialize


PASS: REAL K7 NSH
